web-scraper-order,web-scraper-start-url,Country,Country-href,State,State-href,City,City-href,LOCATIONS,Status,AQI-US,AQI-IN,PM25,PM10,Temp,Humid
"1681843082-1959","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Puerto De La Cruz","https://www.aqi.in/dashboard/spain/canary-islands/puerto-de-la-cruz","Medano","GOOD","63","39","18","23","16","88"
"1681843082-1960","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Puerto De La Cruz","https://www.aqi.in/dashboard/spain/canary-islands/puerto-de-la-cruz","Passion Fruit","GOOD","50","39","12","25","16","88"
"1681843082-1961","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Puerto De La Cruz","https://www.aqi.in/dashboard/spain/canary-islands/puerto-de-la-cruz","San Antonio Breaa Baja","GOOD","46","25","11","25","16","88"
"1681843082-1962","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Puerto De La Cruz","https://www.aqi.in/dashboard/spain/canary-islands/puerto-de-la-cruz","San Isidro","GOOD","50","39","12","36","16","88"
"1681843082-1963","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Puerto De La Cruz","https://www.aqi.in/dashboard/spain/canary-islands/puerto-de-la-cruz","School Residence Ss Gomera","GOOD","53","32","13","32","16","88"
"1681843082-1964","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Puerto De La Cruz","https://www.aqi.in/dashboard/spain/canary-islands/puerto-de-la-cruz","Tajao","GOOD","36","39","7","39","16","88"
"1681843082-1965","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Puerto De La Cruz","https://www.aqi.in/dashboard/spain/canary-islands/puerto-de-la-cruz","The Pilar Sta Cruz De La Palma","MODERATE","48","52","9","52","16","88"
"1681843082-1966","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Puerto De La Cruz","https://www.aqi.in/dashboard/spain/canary-islands/puerto-de-la-cruz","The River","GOOD","36","39","6","30","16","88"
"1681843082-1967","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Puerto De La Cruz","https://www.aqi.in/dashboard/spain/canary-islands/puerto-de-la-cruz","Zamora Los Realejos Raft","GOOD","42","28","10","22","16","88"
"1681843084-1968","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Las Palmas","https://www.aqi.in/dashboard/spain/canary-islands/las-palmas","Afonso Arucas Sports Center","GOOD","57","37","15","18","24","50"
"1681843084-1969","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Las Palmas","https://www.aqi.in/dashboard/spain/canary-islands/las-palmas","Agaimes","GOOD","46","34","11","10","24","50"
"1681843084-1970","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Las Palmas","https://www.aqi.in/dashboard/spain/canary-islands/las-palmas","Central Market","MODERATE","61","54","17","54","24","50"
"1681843084-1971","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Las Palmas","https://www.aqi.in/dashboard/spain/canary-islands/las-palmas","ITC","GOOD","39","42","7","42","24","50"
"1681843084-1972","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Las Palmas","https://www.aqi.in/dashboard/spain/canary-islands/las-palmas","Jinamar Phase 3","GOOD","34","32","7","32","24","50"
"1681843084-1973","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Las Palmas","https://www.aqi.in/dashboard/spain/canary-islands/las-palmas","La Loma Telde","GOOD","33","8","5","36","24","50"
"1681843084-1974","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Las Palmas","https://www.aqi.in/dashboard/spain/canary-islands/las-palmas","Lezcano","GOOD","39","32","7","32","24","50"
"1681843084-1975","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Las Palmas","https://www.aqi.in/dashboard/spain/canary-islands/las-palmas","Nestor Alamo","GOOD","33","8","5","21","24","50"
"1681843084-1976","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Las Palmas","https://www.aqi.in/dashboard/spain/canary-islands/las-palmas","Romeral Castle","GOOD","50","47","12","27","24","50"
"1681843084-1977","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Las Palmas","https://www.aqi.in/dashboard/spain/canary-islands/las-palmas","San Agustin","GOOD","42","45","8","31","24","50"
"1681843084-1978","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Las Palmas","https://www.aqi.in/dashboard/spain/canary-islands/las-palmas","San Juan Telde Park","GOOD","36","39","5","25","24","50"
"1681843084-1979","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Las Palmas","https://www.aqi.in/dashboard/spain/canary-islands/las-palmas","San Nicolas","GOOD","53","27","13","27","24","50"
"1681843087-1980","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","La Laguna","https://www.aqi.in/dashboard/spain/canary-islands/la-laguna","Barranco Hondo","GOOD","31","33","6","20","16","88"
"1681843087-1981","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","La Laguna","https://www.aqi.in/dashboard/spain/canary-islands/la-laguna","Caletillas","GOOD","40","43","8","30","16","88"
"1681843087-1982","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","La Laguna","https://www.aqi.in/dashboard/spain/canary-islands/la-laguna","Deposit La Guancha Candelaria","GOOD","57","42","15","24","16","88"
"1681843087-1983","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","La Laguna","https://www.aqi.in/dashboard/spain/canary-islands/la-laguna","Igueste","GOOD","40","43","8","17","16","88"
"1681843090-1984","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Arrecife","https://www.aqi.in/dashboard/spain/canary-islands/arrecife","Art Center","HAZARDOUS","394","849","344","789","22","57"
"1681843090-1985","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Arrecife","https://www.aqi.in/dashboard/spain/canary-islands/arrecife","Costa Teguise","GOOD","55","39","14","37","23","53"
"1681843090-1986","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Arrecife","https://www.aqi.in/dashboard/spain/canary-islands/arrecife","El Charco Pto Del Rosario","GOOD","72","37","22","31","22","57"
"1681843090-1987","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Arrecife","https://www.aqi.in/dashboard/spain/canary-islands/arrecife","La Piedra Park","GOOD","40","43","7","36","22","57"
"1681843090-1988","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Arrecife","https://www.aqi.in/dashboard/spain/canary-islands/arrecife","Las Caletas Teguise","GOOD","35","38","6","19","22","57"
"1681843090-1989","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Arrecife","https://www.aqi.in/dashboard/spain/canary-islands/arrecife","Palace House Puerto Del Rosario","GOOD","34","14","8","14","22","57"
"1681843090-1990","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Arrecife","https://www.aqi.in/dashboard/spain/canary-islands/arrecife","Reef","GOOD","42","43","10","22","23","53"
"1681843090-1991","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Arrecife","https://www.aqi.in/dashboard/spain/canary-islands/arrecife","Sports City Reef","GOOD","42","25","10","25","23","53"
"1681843090-1992","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Arrecife","https://www.aqi.in/dashboard/spain/canary-islands/arrecife","Tefaa Puerto Del Rosario","GOOD","72","37","22","17","23","53"
"1681843096-1993","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Vitoria Gasteiz","https://www.aqi.in/dashboard/spain/basque-country/vitoria-gasteiz","Los Herran","GOOD","42","17","10","14","16","48"
"1681843096-1994","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Vitoria Gasteiz","https://www.aqi.in/dashboard/spain/basque-country/vitoria-gasteiz","Miranda De Ebro Ii","GOOD","32","10","0","10","16","51"
"1681843096-1995","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Vitoria Gasteiz","https://www.aqi.in/dashboard/spain/basque-country/vitoria-gasteiz","Of. Gasteiz","GOOD","29","12","7","10","16","51"
"1681843096-1996","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Vitoria Gasteiz","https://www.aqi.in/dashboard/spain/basque-country/vitoria-gasteiz","Salvatierra","GOOD","44","47","9","12","16","51"
"1681843096-1997","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Vitoria Gasteiz","https://www.aqi.in/dashboard/spain/basque-country/vitoria-gasteiz","Valderejo","MODERATE","48","52","8","10","16","51"
"1681843096-1998","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Vitoria Gasteiz","https://www.aqi.in/dashboard/spain/basque-country/vitoria-gasteiz","Vitoria Gasteiz","GOOD","46","18","11","14","14","59"
"1681843098-1999","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Portugalete","https://www.aqi.in/dashboard/spain/basque-country/portugalete","Abanto And Ciacrvana Abanto Zierbena","GOOD","34","37","0","15","18","49"
"1681843098-2000","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Portugalete","https://www.aqi.in/dashboard/spain/basque-country/portugalete","Algorta","GOOD","34","37","8","10","17","52"
"1681843098-2001","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Portugalete","https://www.aqi.in/dashboard/spain/basque-country/portugalete","Barakaldo","GOOD","53","50","13","50","18","49"
"1681843098-2002","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Portugalete","https://www.aqi.in/dashboard/spain/basque-country/portugalete","Erandio","GOOD","29","12","7","10","17","52"
"1681843098-2003","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Portugalete","https://www.aqi.in/dashboard/spain/basque-country/portugalete","Las Carreras","GOOD","34","37","0","17","17","52"
"1681843098-2004","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Portugalete","https://www.aqi.in/dashboard/spain/basque-country/portugalete","Muskiz","GOOD","46","36","11","15","17","52"
"1681843098-2005","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Portugalete","https://www.aqi.in/dashboard/spain/basque-country/portugalete","Saint Julian","GOOD","32","35","0","18","18","45"
"1681843098-2006","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Portugalete","https://www.aqi.in/dashboard/spain/basque-country/portugalete","Santurce","GOOD","50","20","12","10","17","52"
"1681843098-2007","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Portugalete","https://www.aqi.in/dashboard/spain/basque-country/portugalete","Zalla","GOOD","50","36","12","14","17","52"
"1681843098-2008","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Portugalete","https://www.aqi.in/dashboard/spain/basque-country/portugalete","Zierbena","GOOD","10","11","0","11","17","52"
"1681843101-2009","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Eibar","https://www.aqi.in/dashboard/spain/basque-country/eibar","Durango","GOOD","46","35","11","17","17","45"
"1681843101-2010","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Eibar","https://www.aqi.in/dashboard/spain/basque-country/eibar","Mondragon","GOOD","14","15","0","15","16","51"
"1681843104-2011","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Donostia","https://www.aqi.in/dashboard/spain/basque-country/donostia","Aaorga","GOOD","42","14","10","14","15","77"
"1681843104-2012","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Donostia","https://www.aqi.in/dashboard/spain/basque-country/donostia","Andoain","GOOD","50","20","12","12","15","77"
"1681843104-2013","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Donostia","https://www.aqi.in/dashboard/spain/basque-country/donostia","Ategorrieta","GOOD","46","20","11","20","15","77"
"1681843104-2014","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Donostia","https://www.aqi.in/dashboard/spain/basque-country/donostia","Avda Tolosa","GOOD","33","32","8","12","15","72"
"1681843104-2015","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Donostia","https://www.aqi.in/dashboard/spain/basque-country/donostia","Easo","GOOD","46","18","11","16","15","77"
"1681843104-2016","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Donostia","https://www.aqi.in/dashboard/spain/basque-country/donostia","Hernani","GOOD","53","22","13","17","15","72"
"1681843104-2017","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Donostia","https://www.aqi.in/dashboard/spain/basque-country/donostia","Injury","GOOD","42","17","10","10","15","77"
"1681843104-2018","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Basque Country","https://www.aqi.in/dashboard/spain/basque-country","Donostia","https://www.aqi.in/dashboard/spain/basque-country/donostia","Lasarte Oria","GOOD","38","15","9","0","15","77"
